path,filename,label,label_name
data/raw/fake\easy_188_1111.jpg,easy_188_1111.jpg,0,fake
data/raw/real\real_00542.jpg,real_00542.jpg,1,real
data/raw/real\real_00912.jpg,real_00912.jpg,1,real
data/raw/real\real_00166.jpg,real_00166.jpg,1,real
data/raw/fake\mid_421_0011.jpg,mid_421_0011.jpg,0,fake
data/raw/real\real_01057.jpg,real_01057.jpg,1,real
data/raw/real\real_00152.jpg,real_00152.jpg,1,real
data/raw/real\real_00508.jpg,real_00508.jpg,1,real
data/raw/fake\hard_170_0111.jpg,hard_170_0111.jpg,0,fake
data/raw/real\real_00556.jpg,real_00556.jpg,1,real
data/raw/real\real_00241.jpg,real_00241.jpg,1,real
data/raw/fake\mid_31_1111.jpg,mid_31_1111.jpg,0,fake
data/raw/fake\hard_90_1100.jpg,hard_90_1100.jpg,0,fake
data/raw/fake\mid_372_0011.jpg,mid_372_0011.jpg,0,fake
data/raw/fake\hard_27_1111.jpg,hard_27_1111.jpg,0,fake
data/raw/real\real_00050.jpg,real_00050.jpg,1,real
data/raw/real\real_00884.jpg,real_00884.jpg,1,real
data/raw/real\real_00920.jpg,real_00920.jpg,1,real
data/raw/fake\mid_241_1111.jpg,mid_241_1111.jpg,0,fake
data/raw/fake\easy_81_1111.jpg,easy_81_1111.jpg,0,fake
data/raw/real\real_00382.jpg,real_00382.jpg,1,real
data/raw/real\real_01053.jpg,real_01053.jpg,1,real
data/raw/fake\hard_120_0011.jpg,hard_120_0011.jpg,0,fake
data/raw/real\real_00836.jpg,real_00836.jpg,1,real
data/raw/real\real_00301.jpg,real_00301.jpg,1,real
data/raw/real\real_01021.jpg,real_01021.jpg,1,real
data/raw/real\real_00980.jpg,real_00980.jpg,1,real
data/raw/fake\mid_242_1111.jpg,mid_242_1111.jpg,0,fake
data/raw/real\real_00818.jpg,real_00818.jpg,1,real
data/raw/real\real_00279.jpg,real_00279.jpg,1,real
data/raw/real\real_00379.jpg,real_00379.jpg,1,real
data/raw/fake\mid_265_1111.jpg,mid_265_1111.jpg,0,fake
data/raw/real\real_00601.jpg,real_00601.jpg,1,real
data/raw/real\real_00018.jpg,real_00018.jpg,1,real
data/raw/fake\easy_165_1010.jpg,easy_165_1010.jpg,0,fake
data/raw/fake\mid_467_1111.jpg,mid_467_1111.jpg,0,fake
data/raw/fake\easy_91_1000.jpg,easy_91_1000.jpg,0,fake
data/raw/real\real_00296.jpg,real_00296.jpg,1,real
data/raw/fake\easy_210_1011.jpg,easy_210_1011.jpg,0,fake
data/raw/fake\mid_67_1111.jpg,mid_67_1111.jpg,0,fake
data/raw/real\real_00539.jpg,real_00539.jpg,1,real
data/raw/fake\hard_129_1111.jpg,hard_129_1111.jpg,0,fake
data/raw/real\real_01054.jpg,real_01054.jpg,1,real
data/raw/fake\easy_167_0110.jpg,easy_167_0110.jpg,0,fake
data/raw/real\real_00100.jpg,real_00100.jpg,1,real
data/raw/fake\easy_118_1111.jpg,easy_118_1111.jpg,0,fake
data/raw/fake\easy_66_1101.jpg,easy_66_1101.jpg,0,fake
data/raw/real\real_00441.jpg,real_00441.jpg,1,real
data/raw/fake\easy_96_0011.jpg,easy_96_0011.jpg,0,fake
data/raw/fake\mid_294_1110.jpg,mid_294_1110.jpg,0,fake
data/raw/fake\hard_163_0011.jpg,hard_163_0011.jpg,0,fake
data/raw/real\real_00349.jpg,real_00349.jpg,1,real
data/raw/real\real_00330.jpg,real_00330.jpg,1,real
data/raw/fake\mid_141_1110.jpg,mid_141_1110.jpg,0,fake
data/raw/fake\hard_226_0100.jpg,hard_226_0100.jpg,0,fake
data/raw/real\real_00389.jpg,real_00389.jpg,1,real
data/raw/fake\easy_180_0011.jpg,easy_180_0011.jpg,0,fake
data/raw/fake\mid_95_1100.jpg,mid_95_1100.jpg,0,fake
data/raw/real\real_00423.jpg,real_00423.jpg,1,real
data/raw/fake\easy_173_0111.jpg,easy_173_0111.jpg,0,fake
data/raw/real\real_00261.jpg,real_00261.jpg,1,real
data/raw/fake\hard_34_1111.jpg,hard_34_1111.jpg,0,fake
data/raw/real\real_00629.jpg,real_00629.jpg,1,real
data/raw/real\real_00024.jpg,real_00024.jpg,1,real
data/raw/fake\hard_130_1111.jpg,hard_130_1111.jpg,0,fake
data/raw/fake\easy_95_0101.jpg,easy_95_0101.jpg,0,fake
data/raw/fake\mid_175_1111.jpg,mid_175_1111.jpg,0,fake
data/raw/real\real_00113.jpg,real_00113.jpg,1,real
data/raw/real\real_00402.jpg,real_00402.jpg,1,real
data/raw/fake\hard_17_1010.jpg,hard_17_1010.jpg,0,fake
data/raw/fake\mid_48_1111.jpg,mid_48_1111.jpg,0,fake
data/raw/fake\easy_102_0101.jpg,easy_102_0101.jpg,0,fake
data/raw/fake\hard_9_1111.jpg,hard_9_1111.jpg,0,fake
data/raw/real\real_01051.jpg,real_01051.jpg,1,real
data/raw/fake\easy_192_1000.jpg,easy_192_1000.jpg,0,fake
data/raw/fake\easy_106_0011.jpg,easy_106_0011.jpg,0,fake
data/raw/real\real_00273.jpg,real_00273.jpg,1,real
data/raw/real\real_00051.jpg,real_00051.jpg,1,real
data/raw/fake\mid_70_1111.jpg,mid_70_1111.jpg,0,fake
data/raw/fake\mid_426_1111.jpg,mid_426_1111.jpg,0,fake
data/raw/real\real_00646.jpg,real_00646.jpg,1,real
data/raw/real\real_00512.jpg,real_00512.jpg,1,real
data/raw/real\real_01060.jpg,real_01060.jpg,1,real
data/raw/fake\easy_32_1100.jpg,easy_32_1100.jpg,0,fake
data/raw/fake\easy_48_0011.jpg,easy_48_0011.jpg,0,fake
data/raw/fake\mid_122_1100.jpg,mid_122_1100.jpg,0,fake
data/raw/real\real_00838.jpg,real_00838.jpg,1,real
data/raw/fake\mid_56_1111.jpg,mid_56_1111.jpg,0,fake
data/raw/real\real_00724.jpg,real_00724.jpg,1,real
data/raw/real\real_00267.jpg,real_00267.jpg,1,real
data/raw/fake\hard_39_1111.jpg,hard_39_1111.jpg,0,fake
data/raw/fake\hard_142_1110.jpg,hard_142_1110.jpg,0,fake
data/raw/fake\mid_352_1111.jpg,mid_352_1111.jpg,0,fake
data/raw/real\real_00356.jpg,real_00356.jpg,1,real
data/raw/fake\mid_303_1100.jpg,mid_303_1100.jpg,0,fake
data/raw/real\real_00307.jpg,real_00307.jpg,1,real
data/raw/real\real_00335.jpg,real_00335.jpg,1,real
data/raw/fake\mid_338_1100.jpg,mid_338_1100.jpg,0,fake
data/raw/fake\mid_367_0010.jpg,mid_367_0010.jpg,0,fake
data/raw/real\real_00682.jpg,real_00682.jpg,1,real
data/raw/fake\mid_412_0011.jpg,mid_412_0011.jpg,0,fake
data/raw/real\real_00021.jpg,real_00021.jpg,1,real
data/raw/real\real_00106.jpg,real_00106.jpg,1,real
data/raw/real\real_00813.jpg,real_00813.jpg,1,real
data/raw/fake\mid_76_1111.jpg,mid_76_1111.jpg,0,fake
data/raw/real\real_00422.jpg,real_00422.jpg,1,real
data/raw/real\real_01006.jpg,real_01006.jpg,1,real
data/raw/fake\mid_270_0101.jpg,mid_270_0101.jpg,0,fake
data/raw/fake\mid_297_0010.jpg,mid_297_0010.jpg,0,fake
data/raw/real\real_01024.jpg,real_01024.jpg,1,real
data/raw/fake\mid_263_1100.jpg,mid_263_1100.jpg,0,fake
data/raw/real\real_00277.jpg,real_00277.jpg,1,real
data/raw/real\real_00737.jpg,real_00737.jpg,1,real
data/raw/fake\mid_428_0001.jpg,mid_428_0001.jpg,0,fake
data/raw/real\real_00910.jpg,real_00910.jpg,1,real
data/raw/real\real_00680.jpg,real_00680.jpg,1,real
data/raw/fake\easy_31_0011.jpg,easy_31_0011.jpg,0,fake
data/raw/real\real_00283.jpg,real_00283.jpg,1,real
data/raw/fake\mid_446_0011.jpg,mid_446_0011.jpg,0,fake
data/raw/fake\easy_137_0001.jpg,easy_137_0001.jpg,0,fake
data/raw/real\real_00020.jpg,real_00020.jpg,1,real
data/raw/real\real_00926.jpg,real_00926.jpg,1,real
data/raw/fake\mid_341_1110.jpg,mid_341_1110.jpg,0,fake
data/raw/real\real_00499.jpg,real_00499.jpg,1,real
data/raw/real\real_00194.jpg,real_00194.jpg,1,real
data/raw/fake\mid_111_0001.jpg,mid_111_0001.jpg,0,fake
data/raw/real\real_00384.jpg,real_00384.jpg,1,real
data/raw/real\real_00270.jpg,real_00270.jpg,1,real
data/raw/real\real_00876.jpg,real_00876.jpg,1,real
data/raw/real\real_00249.jpg,real_00249.jpg,1,real
data/raw/real\real_00686.jpg,real_00686.jpg,1,real
data/raw/fake\easy_93_1010.jpg,easy_93_1010.jpg,0,fake
data/raw/real\real_00234.jpg,real_00234.jpg,1,real
data/raw/fake\mid_89_1111.jpg,mid_89_1111.jpg,0,fake
data/raw/fake\mid_183_1111.jpg,mid_183_1111.jpg,0,fake
data/raw/fake\hard_41_1111.jpg,hard_41_1111.jpg,0,fake
data/raw/fake\easy_229_1000.jpg,easy_229_1000.jpg,0,fake
data/raw/real\real_01070.jpg,real_01070.jpg,1,real
data/raw/real\real_00209.jpg,real_00209.jpg,1,real
data/raw/fake\hard_132_0111.jpg,hard_132_0111.jpg,0,fake
data/raw/real\real_00252.jpg,real_00252.jpg,1,real
data/raw/fake\mid_400_0011.jpg,mid_400_0011.jpg,0,fake
data/raw/real\real_00943.jpg,real_00943.jpg,1,real
data/raw/real\real_00819.jpg,real_00819.jpg,1,real
data/raw/fake\easy_22_1010.jpg,easy_22_1010.jpg,0,fake
data/raw/fake\easy_146_1110.jpg,easy_146_1110.jpg,0,fake
data/raw/fake\mid_205_0011.jpg,mid_205_0011.jpg,0,fake
data/raw/real\real_00681.jpg,real_00681.jpg,1,real
data/raw/fake\hard_182_0011.jpg,hard_182_0011.jpg,0,fake
data/raw/fake\mid_182_1111.jpg,mid_182_1111.jpg,0,fake
data/raw/fake\mid_394_1111.jpg,mid_394_1111.jpg,0,fake
data/raw/real\real_00326.jpg,real_00326.jpg,1,real
data/raw/fake\hard_186_0011.jpg,hard_186_0011.jpg,0,fake
data/raw/fake\hard_103_1101.jpg,hard_103_1101.jpg,0,fake
data/raw/real\real_00614.jpg,real_00614.jpg,1,real
data/raw/real\real_00822.jpg,real_00822.jpg,1,real
data/raw/fake\hard_13_1111.jpg,hard_13_1111.jpg,0,fake
data/raw/fake\mid_476_1111.jpg,mid_476_1111.jpg,0,fake
data/raw/real\real_00626.jpg,real_00626.jpg,1,real
data/raw/fake\mid_422_0011.jpg,mid_422_0011.jpg,0,fake
data/raw/real\real_00248.jpg,real_00248.jpg,1,real
data/raw/real\real_00570.jpg,real_00570.jpg,1,real
data/raw/fake\mid_353_0011.jpg,mid_353_0011.jpg,0,fake
data/raw/fake\easy_151_1110.jpg,easy_151_1110.jpg,0,fake
data/raw/fake\mid_328_0011.jpg,mid_328_0011.jpg,0,fake
data/raw/fake\easy_223_0100.jpg,easy_223_0100.jpg,0,fake
data/raw/fake\hard_56_0100.jpg,hard_56_0100.jpg,0,fake
data/raw/real\real_01056.jpg,real_01056.jpg,1,real
data/raw/fake\easy_203_0111.jpg,easy_203_0111.jpg,0,fake
data/raw/fake\hard_176_0011.jpg,hard_176_0011.jpg,0,fake
data/raw/fake\easy_142_1111.jpg,easy_142_1111.jpg,0,fake
data/raw/fake\mid_132_0001.jpg,mid_132_0001.jpg,0,fake
data/raw/fake\mid_208_1110.jpg,mid_208_1110.jpg,0,fake
data/raw/real\real_00148.jpg,real_00148.jpg,1,real
data/raw/real\real_00013.jpg,real_00013.jpg,1,real
data/raw/real\real_00946.jpg,real_00946.jpg,1,real
data/raw/fake\mid_12_1111.jpg,mid_12_1111.jpg,0,fake
data/raw/real\real_00439.jpg,real_00439.jpg,1,real
data/raw/fake\hard_231_1111.jpg,hard_231_1111.jpg,0,fake
data/raw/real\real_00345.jpg,real_00345.jpg,1,real
data/raw/real\real_00709.jpg,real_00709.jpg,1,real
data/raw/fake\mid_186_1100.jpg,mid_186_1100.jpg,0,fake
data/raw/real\real_00812.jpg,real_00812.jpg,1,real
data/raw/real\real_00868.jpg,real_00868.jpg,1,real
data/raw/fake\mid_218_1011.jpg,mid_218_1011.jpg,0,fake
data/raw/fake\easy_148_0011.jpg,easy_148_0011.jpg,0,fake
data/raw/fake\mid_348_1100.jpg,mid_348_1100.jpg,0,fake
data/raw/real\real_00524.jpg,real_00524.jpg,1,real
data/raw/fake\mid_101_1111.jpg,mid_101_1111.jpg,0,fake
data/raw/fake\hard_143_0100.jpg,hard_143_0100.jpg,0,fake
data/raw/real\real_00954.jpg,real_00954.jpg,1,real
data/raw/fake\mid_333_1101.jpg,mid_333_1101.jpg,0,fake
data/raw/fake\mid_357_0011.jpg,mid_357_0011.jpg,0,fake
data/raw/fake\hard_183_1101.jpg,hard_183_1101.jpg,0,fake
data/raw/real\real_00687.jpg,real_00687.jpg,1,real
data/raw/fake\easy_144_1111.jpg,easy_144_1111.jpg,0,fake
data/raw/fake\hard_162_0010.jpg,hard_162_0010.jpg,0,fake
data/raw/real\real_01011.jpg,real_01011.jpg,1,real
data/raw/fake\easy_65_1111.jpg,easy_65_1111.jpg,0,fake
data/raw/real\real_00285.jpg,real_00285.jpg,1,real
data/raw/real\real_00631.jpg,real_00631.jpg,1,real
data/raw/real\real_00515.jpg,real_00515.jpg,1,real
data/raw/fake\hard_28_1111.jpg,hard_28_1111.jpg,0,fake
data/raw/fake\hard_148_1010.jpg,hard_148_1010.jpg,0,fake
data/raw/fake\hard_58_0001.jpg,hard_58_0001.jpg,0,fake
data/raw/real\real_00798.jpg,real_00798.jpg,1,real
data/raw/real\real_00221.jpg,real_00221.jpg,1,real
data/raw/real\real_00983.jpg,real_00983.jpg,1,real
data/raw/real\real_01076.jpg,real_01076.jpg,1,real
data/raw/real\real_00775.jpg,real_00775.jpg,1,real
data/raw/real\real_00734.jpg,real_00734.jpg,1,real
data/raw/real\real_00337.jpg,real_00337.jpg,1,real
data/raw/real\real_00804.jpg,real_00804.jpg,1,real
data/raw/fake\easy_74_0010.jpg,easy_74_0010.jpg,0,fake
data/raw/fake\mid_396_1011.jpg,mid_396_1011.jpg,0,fake
data/raw/real\real_00497.jpg,real_00497.jpg,1,real
data/raw/real\real_00436.jpg,real_00436.jpg,1,real
data/raw/real\real_00213.jpg,real_00213.jpg,1,real
data/raw/fake\mid_261_1101.jpg,mid_261_1101.jpg,0,fake
data/raw/fake\hard_26_0011.jpg,hard_26_0011.jpg,0,fake
data/raw/real\real_00587.jpg,real_00587.jpg,1,real
data/raw/real\real_00801.jpg,real_00801.jpg,1,real
data/raw/fake\easy_88_0011.jpg,easy_88_0011.jpg,0,fake
data/raw/real\real_01010.jpg,real_01010.jpg,1,real
data/raw/real\real_00835.jpg,real_00835.jpg,1,real
data/raw/real\real_00695.jpg,real_00695.jpg,1,real
data/raw/real\real_00428.jpg,real_00428.jpg,1,real
data/raw/fake\easy_157_1110.jpg,easy_157_1110.jpg,0,fake
data/raw/fake\hard_215_1101.jpg,hard_215_1101.jpg,0,fake
data/raw/fake\easy_54_1010.jpg,easy_54_1010.jpg,0,fake
data/raw/real\real_00052.jpg,real_00052.jpg,1,real
data/raw/fake\hard_80_0100.jpg,hard_80_0100.jpg,0,fake
data/raw/fake\hard_233_0010.jpg,hard_233_0010.jpg,0,fake
data/raw/real\real_00834.jpg,real_00834.jpg,1,real
data/raw/real\real_00877.jpg,real_00877.jpg,1,real
data/raw/fake\easy_92_0011.jpg,easy_92_0011.jpg,0,fake
data/raw/real\real_00144.jpg,real_00144.jpg,1,real
data/raw/real\real_00702.jpg,real_00702.jpg,1,real
data/raw/fake\mid_179_1111.jpg,mid_179_1111.jpg,0,fake
data/raw/real\real_00299.jpg,real_00299.jpg,1,real
data/raw/real\real_00306.jpg,real_00306.jpg,1,real
data/raw/real\real_00388.jpg,real_00388.jpg,1,real
data/raw/real\real_00324.jpg,real_00324.jpg,1,real
data/raw/fake\hard_77_1100.jpg,hard_77_1100.jpg,0,fake
data/raw/real\real_00246.jpg,real_00246.jpg,1,real
data/raw/fake\mid_204_1111.jpg,mid_204_1111.jpg,0,fake
data/raw/fake\mid_350_0100.jpg,mid_350_0100.jpg,0,fake
data/raw/fake\hard_35_1111.jpg,hard_35_1111.jpg,0,fake
data/raw/real\real_00597.jpg,real_00597.jpg,1,real
data/raw/fake\easy_115_0010.jpg,easy_115_0010.jpg,0,fake
data/raw/real\real_00630.jpg,real_00630.jpg,1,real
data/raw/fake\mid_266_1101.jpg,mid_266_1101.jpg,0,fake
data/raw/fake\mid_145_1111.jpg,mid_145_1111.jpg,0,fake
data/raw/real\real_00957.jpg,real_00957.jpg,1,real
data/raw/real\real_01037.jpg,real_01037.jpg,1,real
data/raw/real\real_00239.jpg,real_00239.jpg,1,real
data/raw/real\real_00719.jpg,real_00719.jpg,1,real
data/raw/fake\easy_174_1110.jpg,easy_174_1110.jpg,0,fake
data/raw/real\real_00403.jpg,real_00403.jpg,1,real
data/raw/real\real_00464.jpg,real_00464.jpg,1,real
data/raw/real\real_00898.jpg,real_00898.jpg,1,real
data/raw/real\real_00871.jpg,real_00871.jpg,1,real
data/raw/fake\easy_104_1000.jpg,easy_104_1000.jpg,0,fake
data/raw/fake\mid_433_0011.jpg,mid_433_0011.jpg,0,fake
data/raw/fake\hard_86_1100.jpg,hard_86_1100.jpg,0,fake
data/raw/fake\mid_364_1111.jpg,mid_364_1111.jpg,0,fake
data/raw/real\real_01008.jpg,real_01008.jpg,1,real
data/raw/fake\mid_320_1111.jpg,mid_320_1111.jpg,0,fake
data/raw/fake\mid_105_1101.jpg,mid_105_1101.jpg,0,fake
data/raw/real\real_00033.jpg,real_00033.jpg,1,real
data/raw/fake\hard_51_1111.jpg,hard_51_1111.jpg,0,fake
data/raw/fake\mid_416_1111.jpg,mid_416_1111.jpg,0,fake
data/raw/fake\hard_15_1111.jpg,hard_15_1111.jpg,0,fake
data/raw/real\real_00590.jpg,real_00590.jpg,1,real
data/raw/real\real_00255.jpg,real_00255.jpg,1,real
data/raw/fake\mid_134_1010.jpg,mid_134_1010.jpg,0,fake
data/raw/fake\mid_454_1111.jpg,mid_454_1111.jpg,0,fake
data/raw/real\real_00492.jpg,real_00492.jpg,1,real
data/raw/real\real_01042.jpg,real_01042.jpg,1,real
data/raw/real\real_00694.jpg,real_00694.jpg,1,real
data/raw/fake\hard_37_1111.jpg,hard_37_1111.jpg,0,fake
data/raw/real\real_00662.jpg,real_00662.jpg,1,real
data/raw/real\real_00036.jpg,real_00036.jpg,1,real
data/raw/real\real_00443.jpg,real_00443.jpg,1,real
data/raw/fake\hard_67_0001.jpg,hard_67_0001.jpg,0,fake
data/raw/real\real_00771.jpg,real_00771.jpg,1,real
data/raw/real\real_00431.jpg,real_00431.jpg,1,real
data/raw/real\real_00932.jpg,real_00932.jpg,1,real
data/raw/fake\hard_204_0011.jpg,hard_204_0011.jpg,0,fake
data/raw/real\real_00825.jpg,real_00825.jpg,1,real
data/raw/fake\hard_138_1101.jpg,hard_138_1101.jpg,0,fake
data/raw/fake\easy_162_0001.jpg,easy_162_0001.jpg,0,fake
data/raw/fake\easy_7_1100.jpg,easy_7_1100.jpg,0,fake
data/raw/real\real_01023.jpg,real_01023.jpg,1,real
data/raw/real\real_00525.jpg,real_00525.jpg,1,real
data/raw/fake\hard_115_1110.jpg,hard_115_1110.jpg,0,fake
data/raw/real\real_00863.jpg,real_00863.jpg,1,real
data/raw/real\real_00727.jpg,real_00727.jpg,1,real
data/raw/real\real_00735.jpg,real_00735.jpg,1,real
data/raw/fake\easy_50_0110.jpg,easy_50_0110.jpg,0,fake
data/raw/real\real_00613.jpg,real_00613.jpg,1,real
data/raw/fake\hard_100_1111.jpg,hard_100_1111.jpg,0,fake
data/raw/real\real_00201.jpg,real_00201.jpg,1,real
data/raw/real\real_00742.jpg,real_00742.jpg,1,real
data/raw/fake\mid_424_1111.jpg,mid_424_1111.jpg,0,fake
data/raw/real\real_01033.jpg,real_01033.jpg,1,real
data/raw/fake\easy_42_0001.jpg,easy_42_0001.jpg,0,fake
data/raw/fake\easy_164_1111.jpg,easy_164_1111.jpg,0,fake
data/raw/real\real_00164.jpg,real_00164.jpg,1,real
data/raw/real\real_00107.jpg,real_00107.jpg,1,real
data/raw/real\real_00220.jpg,real_00220.jpg,1,real
data/raw/real\real_00082.jpg,real_00082.jpg,1,real
data/raw/fake\hard_224_0111.jpg,hard_224_0111.jpg,0,fake
data/raw/fake\mid_176_1111.jpg,mid_176_1111.jpg,0,fake
data/raw/fake\mid_323_1101.jpg,mid_323_1101.jpg,0,fake
data/raw/fake\mid_269_1100.jpg,mid_269_1100.jpg,0,fake
data/raw/fake\mid_203_1111.jpg,mid_203_1111.jpg,0,fake
data/raw/fake\mid_272_1010.jpg,mid_272_1010.jpg,0,fake
data/raw/fake\mid_260_1111.jpg,mid_260_1111.jpg,0,fake
data/raw/fake\easy_5_1100.jpg,easy_5_1100.jpg,0,fake
data/raw/real\real_00094.jpg,real_00094.jpg,1,real
data/raw/real\real_00782.jpg,real_00782.jpg,1,real
data/raw/real\real_00660.jpg,real_00660.jpg,1,real
data/raw/real\real_00501.jpg,real_00501.jpg,1,real
data/raw/fake\mid_379_1100.jpg,mid_379_1100.jpg,0,fake
data/raw/real\real_00608.jpg,real_00608.jpg,1,real
data/raw/real\real_00741.jpg,real_00741.jpg,1,real
data/raw/real\real_00930.jpg,real_00930.jpg,1,real
data/raw/fake\mid_452_1111.jpg,mid_452_1111.jpg,0,fake
data/raw/fake\hard_14_1111.jpg,hard_14_1111.jpg,0,fake
data/raw/real\real_01017.jpg,real_01017.jpg,1,real
data/raw/real\real_00736.jpg,real_00736.jpg,1,real
data/raw/fake\easy_1_1110.jpg,easy_1_1110.jpg,0,fake
data/raw/real\real_00916.jpg,real_00916.jpg,1,real
data/raw/fake\hard_16_1111.jpg,hard_16_1111.jpg,0,fake
data/raw/real\real_00904.jpg,real_00904.jpg,1,real
data/raw/fake\easy_58_0011.jpg,easy_58_0011.jpg,0,fake
data/raw/real\real_00340.jpg,real_00340.jpg,1,real
data/raw/fake\hard_20_1111.jpg,hard_20_1111.jpg,0,fake
data/raw/fake\mid_387_1100.jpg,mid_387_1100.jpg,0,fake
data/raw/fake\hard_98_1101.jpg,hard_98_1101.jpg,0,fake
data/raw/real\real_00718.jpg,real_00718.jpg,1,real
data/raw/real\real_00049.jpg,real_00049.jpg,1,real
data/raw/fake\hard_155_0010.jpg,hard_155_0010.jpg,0,fake
data/raw/real\real_00360.jpg,real_00360.jpg,1,real
data/raw/real\real_00311.jpg,real_00311.jpg,1,real
data/raw/real\real_00057.jpg,real_00057.jpg,1,real
data/raw/real\real_00591.jpg,real_00591.jpg,1,real
data/raw/fake\mid_371_0011.jpg,mid_371_0011.jpg,0,fake
data/raw/fake\easy_15_0011.jpg,easy_15_0011.jpg,0,fake
data/raw/fake\mid_215_0011.jpg,mid_215_0011.jpg,0,fake
data/raw/real\real_00065.jpg,real_00065.jpg,1,real
